Fecha,pp_em,pp_chirps,TMin,TMax,delta
2000-01-01,0.0,0.0,20.0,29.5,0.0
2000-01-02,0.0,0.0,19.5,30.0,0.0
2000-01-03,0.0,0.0,20.5,30.5,0.0
2000-01-04,0.0,0.0,19.5,29.5,0.0
2000-01-05,0.0,0.0,19.0,29.0,0.0
2000-01-06,0.0,0.0,20.0,31.0,0.0
2000-01-07,0.0,0.0,21.5,32.0,0.0
2000-01-08,0.0,0.0,18.0,29.5,0.0
2000-01-09,0.0,0.0,17.5,29.5,0.0
2000-01-10,0.0,0.0,16.0,28.5,0.0
2000-01-11,0.0,0.0,17.5,29.5,0.0
2000-01-12,0.0,0.0,15.5,28.5,0.0
2000-01-13,0.0,0.0,16.5,27.5,0.0
2000-01-14,3.4,0.0,17.5,24.5,3.4
2000-01-15,6.1,6.6342058181762695,15.5,28.0,-0.5342058181762699
2000-01-16,1.7,4.882090091705322,16.0,25.5,-3.182090091705322
2000-01-17,0.0,0.0,14.5,31.5,0.0
2000-01-18,0.0,0.0,16.5,32.0,0.0
2000-01-19,0.0,0.0,16.0,34.0,0.0
2000-01-20,1.3,0.0,16.5,27.5,1.3
2000-01-21,0.7,0.0,17.5,31.5,0.7
2000-01-22,0.0,0.0,16.5,27.5,0.0
2000-01-23,0.0,0.0,14.5,31.0,0.0
2000-01-24,0.0,0.0,18.0,31.5,0.0
2000-01-25,0.0,0.0,19.5,32.5,0.0
2000-01-26,0.0,0.0,20.0,30.0,0.0
2000-01-27,0.0,0.0,19.0,31.5,0.0
2000-01-28,0.0,0.0,19.0,32.0,0.0
2000-01-29,0.0,0.0,20.0,30.5,0.0
2000-01-30,0.0,0.0,18.5,30.0,0.0
2000-01-31,0.0,0.0,18.5,31.0,0.0
2000-02-01,0.0,0.0,15.5,31.5,0.0
2000-02-02,0.0,0.0,15.5,29.5,0.0
2000-02-03,0.0,0.0,17.5,27.5,0.0
2000-02-04,0.6,0.0,17.5,30.0,0.6
2000-02-05,0.0,0.0,18.0,31.0,0.0
2000-02-06,0.0,0.0,19.0,29.0,0.0
2000-02-07,0.0,0.0,17.0,28.5,0.0
2000-02-08,0.0,0.0,18.0,31.0,0.0
2000-02-09,0.0,0.0,17.0,31.5,0.0
2000-02-10,0.0,0.0,19.5,30.0,0.0
2000-02-11,0.0,0.0,16.5,29.5,0.0
2000-02-12,0.0,0.0,16.5,29.0,0.0
2000-02-13,0.0,0.0,15.5,30.0,0.0
2000-02-14,0.0,0.0,18.0,31.0,0.0
2000-02-15,0.0,0.0,16.5,31.5,0.0
2000-02-16,0.8,0.0,16.5,28.5,0.8
2000-02-17,0.0,0.0,15.5,32.5,0.0
2000-02-18,0.0,0.0,13.5,32.0,0.0
2000-02-19,0.0,0.0,19.5,30.0,0.0
2000-02-20,0.0,0.0,19.5,30.5,0.0
2000-02-21,0.0,0.0,20.0,31.0,0.0
2000-02-22,0.3,0.0,19.5,27.5,0.3
2000-02-23,0.0,0.0,16.5,29.0,0.0
2000-02-24,0.0,0.0,19.5,30.0,0.0
2000-02-25,0.0,1.9803119897842407,17.0,31.0,-1.9803119897842407
2000-02-26,0.0,0.849382221698761,19.0,29.5,-0.849382221698761
2000-02-27,0.0,1.698764443397522,20.0,30.5,-1.698764443397522
2000-02-28,0.2,0.0,19.5,31.0,0.2
2000-02-29,0.0,0.0,20.0,32.0,0.0
2000-03-01,0.0,0.0,17.5,31.5,0.0
2000-03-02,0.0,0.0,18.5,33.0,0.0
2000-03-03,0.0,0.0,19.5,33.5,0.0
2000-03-04,0.0,3.926329135894776,20.5,31.0,-3.926329135894776
2000-03-05,0.0,0.0,20.0,32.0,0.0
2000-03-06,0.0,5.256774425506592,20.5,33.0,-5.256774425506592
2000-03-07,0.0,1.7522579431533811,19.5,32.5,-1.7522579431533811
2000-03-08,0.0,0.0,20.0,30.0,0.0
2000-03-09,0.0,1.7522579431533811,19.0,31.5,-1.7522579431533811
2000-03-10,0.0,0.0,19.5,32.0,0.0
2000-03-11,0.0,0.0,20.0,29.5,0.0
2000-03-12,0.0,0.0,19.5,35.5,0.0
2000-03-13,0.0,0.0,19.5,32.5,0.0
2000-03-14,0.0,0.0,20.0,31.0,0.0
2000-03-15,0.0,0.0,20.5,32.0,0.0
2000-03-16,0.0,0.0,19.5,33.5,0.0
2000-03-17,0.0,0.0,19.5,34.5,0.0
2000-03-18,0.0,0.0,20.5,32.5,0.0
2000-03-19,0.0,0.0,21.5,33.0,0.0
2000-03-20,0.0,5.628018856048584,22.0,31.5,-5.628018856048584
2000-03-21,0.0,0.0,19.5,32.0,0.0
2000-03-22,0.0,0.0,20.0,30.5,0.0
2000-03-23,0.0,2.725531101226806,20.5,32.5,-2.725531101226806
2000-03-24,0.0,0.0,19.5,31.0,0.0
2000-03-25,0.0,0.0,21.0,30.0,0.0
2000-03-26,0.0,0.0,20.0,31.5,0.0
2000-03-27,0.0,0.0,21.0,32.0,0.0
2000-03-28,0.0,0.0,20.0,29.5,0.0
2000-03-29,0.0,0.0,20.5,32.5,0.0
2000-03-30,0.0,0.0,21.0,31.0,0.0
2000-03-31,0.0,0.0,20.0,33.0,0.0
2000-04-01,0.0,0.0,21.5,38.5,0.0
2000-04-02,0.0,0.0,22.0,33.5,0.0
2000-04-03,0.0,0.0,22.5,32.5,0.0
2000-04-04,0.0,0.0,20.0,35.5,0.0
2000-04-05,0.0,0.0,15.5,33.0,0.0
2000-04-06,0.0,0.0,18.5,31.0,0.0
2000-04-07,0.0,0.0,17.5,34.0,0.0
2000-04-08,0.1,0.0,20.0,32.5,0.1
2000-04-09,0.0,0.0,21.5,33.5,0.0
2000-04-10,0.0,0.0,20.0,32.5,0.0
2000-04-11,0.0,0.0,16.0,32.0,0.0
2000-04-12,0.0,0.0,19.5,31.5,0.0
2000-04-13,0.0,0.0,18.5,30.5,0.0
2000-04-14,0.0,0.0,17.5,31.5,0.0
2000-04-15,0.0,0.0,20.5,32.5,0.0
2000-04-16,0.0,0.0,21.0,33.0,0.0
2000-04-17,0.0,0.0,21.5,33.5,0.0
2000-04-18,0.0,0.0,19.0,30.0,0.0
2000-04-19,0.0,0.0,18.0,31.5,0.0
2000-04-20,0.0,0.0,20.0,32.5,0.0
2000-04-21,0.0,0.0,19.5,33.0,0.0
2000-04-22,0.0,0.0,18.5,31.0,0.0
2000-04-23,0.0,0.0,20.0,32.0,0.0
2000-04-24,0.0,0.0,20.0,30.5,0.0
2000-04-25,0.0,0.0,19.5,33.0,0.0
2000-04-26,0.0,0.0,21.0,39.5,0.0
2000-04-27,0.0,0.0,18.5,35.0,0.0
2000-04-28,0.0,3.4578144550323486,16.5,34.5,-3.4578144550323486
2000-04-29,0.0,6.051174640655518,17.0,33.0,-6.051174640655518
2000-04-30,0.0,0.0,19.0,32.0,0.0
2000-05-01,0.0,0.0,19.0,35.0,0.0
2000-05-02,0.0,2.184945583343506,22.0,33.5,-2.184945583343506
2000-05-03,0.0,2.184945583343506,21.0,32.0,-2.184945583343506
2000-05-04,1.9,0.0,21.0,31.5,1.9
2000-05-05,0.0,0.0,20.5,34.5,0.0
2000-05-06,0.0,2.1680243015289307,20.0,33.0,-2.1680243015289307
2000-05-07,0.0,0.0,21.0,32.0,0.0
2000-05-08,0.0,4.336048603057861,20.5,34.0,-4.336048603057861
2000-05-09,0.0,0.0,21.0,33.0,0.0
2000-05-10,0.0,0.0,18.5,30.0,0.0
2000-05-11,0.0,2.9761271476745605,19.5,32.5,-2.9761271476745605
2000-05-12,0.0,0.0,20.0,31.0,0.0
2000-05-13,5.3,2.9761271476745605,20.5,35.5,2.3238728523254393
2000-05-14,0.0,5.952254295349121,20.5,33.5,-5.952254295349121
2000-05-15,0.0,0.0,22.0,32.0,0.0
2000-05-16,0.0,0.0,20.5,33.0,0.0
2000-05-17,0.0,0.0,20.0,31.5,0.0
2000-05-18,0.0,0.0,20.0,34.0,0.0
2000-05-19,0.0,0.0,22.0,35.0,0.0
2000-05-20,0.0,4.831634998321533,20.5,33.5,-4.831634998321533
2000-05-21,0.0,15.232991218566896,22.5,32.5,-15.232991218566896
2000-05-22,8.1,0.0,20.0,34.5,8.1
2000-05-23,0.0,0.0,20.5,33.0,0.0
2000-05-24,0.0,0.0,21.0,34.0,0.0
2000-05-25,0.0,0.0,22.0,32.0,0.0
2000-05-26,0.0,0.0,21.5,31.0,0.0
2000-05-27,0.0,0.0,21.0,34.0,0.0
2000-05-28,0.0,0.0,20.0,33.0,0.0
2000-05-29,2.1,37.51085662841797,21.0,32.0,-35.41085662841797
2000-05-30,0.0,0.0,19.5,31.5,0.0
2000-05-31,0.0,0.0,20.0,32.0,0.0
2000-06-01,5.9,0.0,19.5,30.0,5.9
2000-06-02,0.0,0.0,20.0,31.5,0.0
2000-06-03,0.0,0.0,20.0,32.0,0.0
2000-06-04,0.0,0.0,20.5,30.5,0.0
2000-06-05,10.1,0.0,20.5,33.0,10.1
2000-06-06,0.0,0.0,19.5,31.0,0.0
2000-06-07,0.0,0.0,21.0,32.5,0.0
2000-06-08,0.0,15.469841003417969,21.0,30.5,-15.469841003417969
2000-06-09,0.0,15.469841003417969,20.5,32.5,-15.469841003417969
2000-06-10,7.5,61.87936401367188,20.5,31.5,-54.37936401367188
2000-06-11,0.0,37.80906677246094,21.0,32.0,-37.80906677246094
2000-06-12,0.0,37.80906677246094,21.5,33.0,-37.80906677246094
2000-06-13,0.0,0.0,22.5,31.5,0.0
2000-06-14,20.1,0.0,21.5,30.5,20.1
2000-06-15,0.0,18.90453338623047,21.0,32.0,-18.90453338623047
2000-06-16,0.0,36.218223571777344,20.0,33.0,-36.218223571777344
2000-06-17,0.0,36.218223571777344,21.5,31.0,-36.218223571777344
2000-06-18,0.0,0.0,20.0,30.0,0.0
2000-06-19,0.9,36.218223571777344,20.5,32.0,-35.318223571777345
2000-06-20,0.0,18.109111785888672,20.0,33.5,-18.109111785888672
2000-06-21,0.0,0.0,21.5,32.5,0.0
2000-06-22,11.1,0.0,21.5,31.5,11.1
2000-06-23,0.0,0.0,20.0,32.5,0.0
2000-06-24,0.0,0.0,20.5,30.0,0.0
2000-06-25,0.0,0.0,20.5,30.5,0.0
2000-06-26,14.7,0.0,21.0,32.0,14.7
2000-06-27,0.0,0.0,21.5,31.5,0.0
2000-06-28,0.0,12.944443702697754,21.0,32.5,-12.944443702697754
2000-06-29,0.0,0.0,21.5,33.0,0.0
2000-06-30,0.9,12.944443702697754,22.5,32.0,-12.044443702697754
2000-07-01,0.5,0.0,21.0,32.0,0.5
2000-07-02,5.2,0.0,20.0,31.5,5.2
2000-07-03,3.1,0.0,20.5,32.5,3.1
2000-07-04,17.6,0.0,21.0,30.0,17.6
2000-07-05,11.7,6.677765369415283,20.0,30.5,5.022234630584716
2000-07-06,1.3,0.0,20.0,33.0,1.3
2000-07-07,0.0,18.39704704284668,21.5,29.5,-18.39704704284668
2000-07-08,0.7,0.0,19.5,31.0,0.7
2000-07-09,0.0,18.39704704284668,20.5,32.5,-18.39704704284668
2000-07-10,0.0,9.19852352142334,21.0,30.0,-9.19852352142334
2000-07-11,0.0,16.790369033813477,20.0,31.5,-16.790369033813477
2000-07-12,2.4,0.0,20.0,32.0,2.4
2000-07-13,14.1,0.0,20.5,30.5,14.1
2000-07-14,0.0,0.0,20.5,31.0,0.0
2000-07-15,0.0,0.0,21.0,31.5,0.0
2000-07-16,0.0,0.0,22.0,32.5,0.0
2000-07-17,0.0,0.0,21.0,31.5,0.0
2000-07-18,0.0,0.0,20.5,32.0,0.0
