Fecha,pp_em,pp_chirps,TMin,TMax,delta
2000-01-01,0.0,0.0,11.5,26.5,0.0
2000-01-02,0.0,0.0,13.5,28.5,0.0
2000-01-03,0.0,0.0,12.0,28.0,0.0
2000-01-04,0.0,0.0,14.0,20.5,0.0
2000-01-05,0.0,0.0,3.5,21.0,0.0
2000-01-06,0.0,0.0,4.5,24.5,0.0
2000-01-07,0.0,0.0,7.5,24.5,0.0
2000-01-08,0.0,0.0,12.5,26.0,0.0
2000-01-09,0.0,0.0,13.5,27.0,0.0
2000-01-10,0.0,0.0,12.5,27.5,0.0
2000-01-11,0.0,0.0,13.5,27.5,0.0
2000-01-12,0.0,0.0,14.0,28.0,0.0
2000-01-13,0.0,0.0,14.5,27.0,0.0
2000-01-14,9.6,3.491745948791504,14.5,22.5,6.108254051208496
2000-01-15,6.8,9.024820327758787,14.5,21.5,-2.2248203277587875
2000-01-16,0.0,0.0,15.5,23.5,0.0
2000-01-17,0.0,0.0,15.0,23.5,0.0
2000-01-18,0.0,0.0,12.5,24.0,0.0
2000-01-19,0.0,0.0,10.5,25.5,0.0
2000-01-20,0.0,0.0,8.5,25.5,0.0
2000-01-21,0.0,0.0,9.0,30.0,0.0
2000-01-22,0.0,0.0,10.5,28.0,0.0
2000-01-23,0.0,0.0,11.0,27.5,0.0
2000-01-24,1.8,0.0,12.5,23.5,1.8
2000-01-25,0.0,0.0,10.5,25.5,0.0
2000-01-26,0.0,0.0,12.5,24.0,0.0
2000-01-27,0.0,0.0,10.5,27.5,0.0
2000-01-28,0.0,0.0,13.0,24.5,0.0
2000-01-29,0.0,3.842613697052002,10.5,16.5,-3.842613697052002
2000-01-30,0.0,0.0,8.5,15.5,0.0
2000-01-31,0.0,0.0,9.0,25.5,0.0
2000-02-01,0.0,0.0,9.0,25.5,0.0
2000-02-02,0.0,0.0,10.5,24.5,0.0
2000-02-03,0.0,0.0,10.5,23.0,0.0
2000-02-04,0.0,0.0,10.5,25.5,0.0
2000-02-05,0.8,0.0,11.0,16.5,0.8
2000-02-06,0.0,0.0,11.0,24.0,0.0
2000-02-07,0.0,0.0,12.5,26.0,0.0
2000-02-08,0.0,0.0,12.5,26.0,0.0
2000-02-09,0.0,0.0,12.5,25.5,0.0
2000-02-10,0.0,0.0,10.5,26.0,0.0
2000-02-11,0.0,0.0,10.5,28.0,0.0
2000-02-12,0.0,0.0,11.0,29.5,0.0
2000-02-13,0.0,0.0,14.5,32.5,0.0
2000-02-14,0.0,0.0,12.5,30.5,0.0
2000-02-15,0.0,0.0,16.5,30.5,0.0
2000-02-16,0.0,0.0,14.0,31.5,0.0
2000-02-17,0.0,0.0,15.5,29.5,0.0
2000-02-18,0.0,0.0,16.5,29.5,0.0
2000-02-19,0.0,0.0,16.5,29.5,0.0
2000-02-20,0.2,0.0,15.5,24.5,0.2
2000-02-21,0.0,0.0,13.0,28.5,0.0
2000-02-22,0.0,0.0,15.5,29.0,0.0
2000-02-23,0.0,0.0,16.0,28.5,0.0
2000-02-24,0.0,0.0,19.0,29.0,0.0
2000-02-25,0.0,3.145540237426758,16.0,31.5,-3.145540237426758
2000-02-26,0.0,0.0,17.5,32.5,0.0
2000-02-27,0.5,1.752028226852417,17.5,31.5,-1.252028226852417
2000-02-28,0.0,2.628042459487915,15.0,30.0,-2.628042459487915
2000-02-29,0.0,0.8760141134262085,14.5,30.0,-0.8760141134262085
2000-03-01,0.0,0.0,16.0,30.5,0.0
2000-03-02,0.0,0.0,17.5,28.5,0.0
2000-03-03,0.0,0.0,15.0,29.5,0.0
2000-03-04,0.0,0.0,16.0,28.5,0.0
2000-03-05,0.5,2.966362953186035,16.5,29.0,-2.466362953186035
2000-03-06,0.0,3.157884120941162,17.0,30.5,-3.157884120941162
2000-03-07,0.0,0.0,18.5,30.5,0.0
2000-03-08,0.0,0.0,19.0,33.5,0.0
2000-03-09,0.0,0.0,20.5,33.5,0.0
2000-03-10,0.0,0.0,20.5,32.0,0.0
2000-03-11,0.0,0.0,21.0,25.0,0.0
2000-03-12,0.0,0.0,15.0,27.0,0.0
2000-03-13,0.0,0.0,14.5,29.0,0.0
2000-03-14,0.0,0.0,14.5,29.0,0.0
2000-03-15,0.0,0.0,19.0,33.5,0.0
2000-03-16,0.0,0.0,18.5,34.0,0.0
2000-03-17,0.0,0.0,17.5,30.5,0.0
2000-03-18,0.0,0.0,18.5,30.5,0.0
2000-03-19,0.0,1.6336894035339355,17.5,31.5,-1.6336894035339355
2000-03-20,0.0,0.0,18.5,28.5,0.0
2000-03-21,0.0,0.0,15.5,35.5,0.0
2000-03-22,0.0,0.0,17.5,32.0,0.0
2000-03-23,0.0,0.0,21.5,33.5,0.0
2000-03-24,0.0,0.0,22.0,32.0,0.0
2000-03-25,0.0,0.0,21.5,32.5,0.0
2000-03-26,0.0,0.0,20.5,33.0,0.0
2000-03-27,1.0,0.0,20.5,40.0,1.0
2000-03-28,0.0,0.0,20.5,39.5,0.0
2000-03-29,0.0,1.8589646816253664,19.5,43.5,-1.8589646816253664
2000-03-30,0.0,0.0,18.5,37.5,0.0
2000-03-31,0.0,0.0,17.5,36.5,0.0
2000-04-01,0.0,0.0,20.5,35.0,0.0
2000-04-02,0.0,0.0,21.0,35.0,0.0
2000-04-03,0.0,0.0,22.5,28.5,0.0
2000-04-04,0.0,0.0,17.0,27.0,0.0
2000-04-05,0.0,0.0,12.5,28.5,0.0
2000-04-06,0.0,0.0,12.0,32.5,0.0
2000-04-07,0.0,0.0,15.5,35.0,0.0
2000-04-08,14.0,0.0,17.5,28.5,14.0
2000-04-09,0.0,0.0,16.0,27.5,0.0
2000-04-10,0.0,0.0,16.0,31.5,0.0
2000-04-11,0.0,0.0,18.0,32.0,0.0
2000-04-12,1.0,0.0,20.5,33.5,1.0
2000-04-13,0.0,0.0,18.5,27.5,0.0
2000-04-14,0.0,0.0,16.5,32.0,0.0
2000-04-15,0.0,0.0,17.0,33.5,0.0
2000-04-16,0.0,0.0,19.5,34.5,0.0
2000-04-17,0.0,0.0,20.0,34.5,0.0
2000-04-18,0.0,0.0,21.5,35.0,0.0
2000-04-19,0.0,0.0,20.0,36.5,0.0
2000-04-20,0.0,0.0,19.0,35.0,0.0
2000-04-21,0.0,0.0,20.0,35.0,0.0
2000-04-22,0.0,0.0,19.5,34.5,0.0
2000-04-23,0.0,0.0,20.5,41.5,0.0
2000-04-24,0.0,0.0,19.5,40.5,0.0
2000-04-25,0.0,0.0,21.5,35.5,0.0
2000-04-26,0.0,0.0,20.5,33.5,0.0
2000-04-27,35.0,12.971158027648926,22.5,28.0,22.028841972351074
2000-04-28,5.0,29.648361206054688,19.0,32.0,-24.648361206054688
2000-04-29,6.0,0.0,18.5,33.5,6.0
2000-04-30,0.0,0.0,19.5,31.5,0.0
2000-05-01,0.0,0.0,20.5,30.0,0.0
2000-05-02,37.2,0.0,21.5,32.5,37.2
2000-05-03,0.0,15.340658187866213,19.5,32.5,-15.340658187866213
2000-05-04,0.0,0.0,20.5,33.5,0.0
2000-05-05,0.0,15.340658187866213,20.5,30.5,-15.340658187866213
2000-05-06,0.0,0.0,21.5,31.5,0.0
2000-05-07,0.0,5.288359642028809,22.0,33.5,-5.288359642028809
2000-05-08,25.0,0.0,21.5,33.0,25.0
2000-05-09,0.0,5.288359642028809,17.5,33.0,-5.288359642028809
2000-05-10,0.0,0.0,19.0,34.5,0.0
2000-05-11,0.0,0.0,24.5,34.5,0.0
2000-05-12,0.0,0.0,20.5,36.0,0.0
2000-05-13,1.2,0.0,22.5,33.5,1.2
2000-05-14,0.0,0.0,19.5,32.5,0.0
2000-05-15,0.0,0.0,19.5,33.5,0.0
2000-05-16,0.0,0.0,20.5,32.5,0.0
2000-05-17,0.0,0.0,20.5,33.5,0.0
2000-05-18,0.0,0.0,20.5,35.0,0.0
2000-05-19,0.0,0.0,22.0,34.5,0.0
2000-05-20,7.0,0.0,23.5,34.0,7.0
2000-05-21,6.4,7.662301063537598,21.5,31.5,-1.2623010635375973
2000-05-22,0.0,0.0,21.5,30.5,0.0
2000-05-23,0.0,0.0,21.5,34.0,0.0
2000-05-24,0.0,0.0,22.0,35.5,0.0
2000-05-25,0.0,0.0,23.5,35.5,0.0
2000-05-26,0.0,0.0,25.0,36.5,0.0
2000-05-27,37.5,20.040260314941406,24.5,36.5,17.459739685058594
2000-05-28,10.8,30.060386657714844,20.5,26.0,-19.260386657714843
2000-05-29,0.0,0.0,20.5,31.0,0.0
2000-05-30,0.0,0.0,21.5,32.5,0.0
2000-05-31,0.0,0.0,22.0,32.5,0.0
2000-06-01,12.8,0.0,24.0,32.5,12.8
2000-06-02,0.0,22.344215393066406,22.5,32.0,-22.344215393066406
2000-06-03,0.0,0.0,22.5,31.5,0.0
2000-06-04,0.0,0.0,22.5,33.5,0.0
2000-06-05,0.0,0.0,22.5,32.5,0.0
2000-06-06,6.0,0.0,21.0,28.5,6.0
2000-06-07,6.5,0.0,21.0,31.5,6.5
2000-06-08,0.0,0.0,20.5,32.0,0.0
2000-06-09,58.0,0.0,21.0,33.0,58.0
2000-06-10,110.2,137.7060546875,21.0,30.5,-27.506054687499997
2000-06-11,58.1,97.45350646972656,21.5,23.5,-39.35350646972656
2000-06-12,39.3,27.84385871887207,21.0,24.0,11.456141281127927
2000-06-13,1.1,0.0,21.5,30.5,1.1
2000-06-14,19.5,0.0,22.0,30.5,19.5
2000-06-15,0.0,27.84385871887207,21.5,30.5,-27.84385871887207
2000-06-16,31.2,11.762757301330566,21.5,32.5,19.437242698669433
2000-06-17,6.0,47.051029205322266,22.0,29.5,-41.051029205322266
2000-06-18,46.0,11.762757301330566,22.0,29.5,34.237242698669434
2000-06-19,0.0,11.762757301330566,22.5,29.5,-11.762757301330566
2000-06-20,44.5,11.762757301330566,21.0,27.0,32.737242698669434
2000-06-21,23.9,0.0,21.5,27.5,23.9
2000-06-22,9.5,48.02981185913086,21.5,28.5,-38.52981185913086
2000-06-23,0.0,0.0,21.5,30.5,0.0
2000-06-24,0.0,0.0,21.5,31.0,0.0
2000-06-25,0.0,0.0,21.5,31.5,0.0
2000-06-26,2.5,0.0,22.0,31.5,2.5
2000-06-27,8.1,0.0,22.5,30.0,8.1
2000-06-28,0.0,0.0,21.5,30.0,0.0
2000-06-29,0.0,0.0,21.5,31.5,0.0
2000-06-30,0.0,0.0,21.5,31.5,0.0
2000-07-01,0.0,0.0,20.5,32.5,0.0
2000-07-02,0.0,0.0,22.5,32.5,0.0
2000-07-03,0.0,0.0,21.5,31.5,0.0
2000-07-04,0.0,0.0,21.5,31.5,0.0
2000-07-05,0.0,0.0,21.5,31.5,0.0
2000-07-06,15.3,0.0,22.0,31.5,15.3
2000-07-07,0.0,35.65544128417969,21.5,31.5,-35.65544128417969
2000-07-08,0.0,11.885147094726562,21.5,32.0,-11.885147094726562
2000-07-09,5.0,0.0,21.5,32.5,5.0
2000-07-10,0.0,0.0,21.5,30.5,0.0
2000-07-11,0.0,0.0,21.5,31.5,0.0
2000-07-12,0.0,0.0,21.5,32.0,0.0
2000-07-13,0.0,0.0,21.5,32.5,0.0
2000-07-14,0.0,0.0,22.5,31.5,0.0
2000-07-15,0.0,0.0,21.5,34.0,0.0
2000-07-16,0.0,0.0,22.5,34.5,0.0
2000-07-17,0.0,0.0,21.0,35.0,0.0
2000-07-18,0.0,0.0,23.0,34.5,0.0
2000-07-19,0.0,0.0,21.0,32.5,0.0
2000-07-20,0.0,0.0,20.5,31.0,0.0
2000-07-21,0.0,0.0,20.0,34.5,0.0
2000-07-22,0.0,0.0,20.0,33.0,0.0
2000-07-23,0.0,0.0,21.5,33.5,0.0
2000-07-24,0.0,0.0,22.5,34.5,0.0
2000-07-25,0.0,0.0,22.5,33.5,0.0
2000-07-26,0.0,0.0,20.5,33.5,0.0
2000-07-27,2.0,0.0,21.5,32.0,2.0
2000-07-28,0.0,0.0,21.5,32.5,0.0
2000-07-29,1.8,0.0,21.0,32.5,1.8
2000-07-30,0.0,29.804935455322266,21.5,32.5,-29.804935455322266
2000-07-31,0.0,0.0,20.0,35.0,0.0
2000-08-01,0.0,0.0,22.5,33.5,0.0
2000-08-02,0.0,0.0,22.0,34.5,0.0
2000-08-03,46.0,0.0,22.5,34.5,46.0
2000-08-04,62.0,48.08838653564453,21.5,26.5,13.911613464355469
2000-08-05,0.0,24.044193267822266,21.5,30.5,-24.044193267822266
2000-08-06,0.0,0.0,21.0,32.5,0.0
2000-08-07,0.0,0.0,21.0,32.5,0.0
2000-08-08,77.0,0.0,21.0,33.5,77.0
2000-08-09,28.0,76.12739562988281,21.5,27.5,-48.12739562988281
2000-08-10,0.0,0.0,21.0,31.5,0.0
2000-08-11,9.0,0.0,19.5,29.5,9.0
2000-08-12,0.8,6.586118698120117,20.5,31.5,-5.786118698120117
2000-08-13,0.0,0.0,20.0,31.5,0.0
2000-08-14,0.0,0.0,21.5,33.5,0.0
2000-08-15,23.0,26.34447479248047,21.5,25.0,-3.3444747924804688
2000-08-16,2.0,21.148536682128903,21.0,28.5,-19.148536682128903
2000-08-17,0.0,0.0,20.0,30.0,0.0
2000-08-18,0.0,0.0,19.5,32.5,0.0
2000-08-19,0.0,0.0,19.5,32.5,0.0
2000-08-20,0.0,0.0,20.5,32.5,0.0
2000-08-21,8.5,14.166426658630373,21.0,31.0,-5.666426658630373
2000-08-22,16.7,0.0,20.5,30.5,16.7
2000-08-23,0.0,14.166426658630373,18.5,29.0,-14.166426658630373
2000-08-24,0.0,0.0,18.5,31.5,0.0
2000-08-25,0.0,0.0,20.5,32.5,0.0
2000-08-26,0.0,0.0,22.0,32.0,0.0
2000-08-27,0.0,0.0,22.5,33.5,0.0
2000-08-28,3.2,0.0,23.0,32.5,3.2
2000-08-29,0.0,0.0,23.5,31.0,0.0
2000-08-30,0.0,8.881572723388672,22.5,32.5,-8.881572723388672
2000-08-31,0.0,0.0,23.5,31.5,0.0
2000-09-01,14.0,0.0,22.0,32.5,14.0
2000-09-02,6.5,0.0,22.5,33.0,6.5
2000-09-03,0.0,0.0,21.5,33.5,0.0
2000-09-04,0.0,0.0,21.5,32.0,0.0
2000-09-05,0.0,0.0,21.0,37.0,0.0
2000-09-06,0.0,0.0,20.0,34.5,0.0
2000-09-07,1.8,0.0,20.0,34.5,1.8
