Fecha,pp_em,pp_chirps,TMin,TMax,delta
2000-01-01,0.0,0.0,15.2,27.2,0.0
2000-01-02,0.0,0.0,21.1,27.3,0.0
2000-01-03,0.0,0.0,20.3,28.1,0.0
2000-01-04,0.0,0.0,18.1,30.0,0.0
2000-01-05,0.0,5.745644092559815,19.9,25.0,-5.745644092559815
2000-01-06,0.0,0.0,16.2,27.3,0.0
2000-01-07,0.0,0.0,19.1,27.5,0.0
2000-01-08,0.0,0.0,12.4,30.2,0.0
2000-01-09,0.0,0.0,18.3,29.3,0.0
2000-01-10,0.0,0.0,18.1,29.1,0.0
2000-01-11,0.0,0.0,16.0,30.4,0.0
2000-01-12,0.0,0.0,18.5,28.2,0.0
2000-01-13,0.0,0.0,18.9,28.1,0.0
2000-01-14,0.0,6.209267139434815,18.9,28.6,-6.209267139434815
2000-01-15,0.0,0.0,10.6,27.8,0.0
2000-01-16,0.0,0.0,16.7,28.4,0.0
2000-01-17,0.0,0.0,10.5,26.3,0.0
2000-01-18,0.0,0.0,12.0,27.9,0.0
2000-01-19,0.0,0.0,13.8,28.0,0.0
2000-01-20,0.0,0.0,12.0,29.2,0.0
2000-01-21,0.0,0.0,13.4,27.7,0.0
2000-01-22,0.0,0.0,10.5,30.2,0.0
2000-01-23,0.0,0.0,10.1,31.4,0.0
2000-01-24,0.0,0.0,14.2,27.3,0.0
2000-01-25,0.0,0.0,11.4,20.2,0.0
2000-01-26,0.0,0.0,8.9,26.5,0.0
2000-01-27,0.0,0.0,12.6,28.3,0.0
2000-01-28,0.0,0.0,14.7,30.4,0.0
2000-01-29,0.0,0.0,15.3,30.3,0.0
2000-01-30,0.0,0.0,16.1,30.9,0.0
2000-01-31,0.0,0.0,16.7,30.3,0.0
2000-02-01,0.0,0.0,17.2,31.1,0.0
2000-02-02,0.0,0.0,19.9,31.3,0.0
2000-02-03,0.0,0.0,16.2,29.6,0.0
2000-02-04,0.0,7.415582656860352,18.1,30.5,-7.415582656860352
2000-02-05,0.0,0.0,19.3,28.4,0.0
2000-02-06,0.0,0.0,16.2,27.1,0.0
2000-02-07,0.0,0.0,11.2,26.2,0.0
2000-02-08,0.0,0.0,15.9,26.9,0.0
2000-02-09,0.0,0.0,7.5,27.1,0.0
2000-02-10,0.0,0.0,7.2,29.2,0.0
2000-02-11,0.0,0.0,10.0,29.2,0.0
2000-02-12,0.0,0.0,16.1,30.6,0.0
2000-02-13,0.0,0.0,17.6,32.0,0.0
2000-02-14,0.0,0.0,17.0,34.4,0.0
2000-02-15,0.0,0.0,16.2,33.0,0.0
2000-02-16,0.0,3.961589813232422,20.1,32.4,-3.961589813232422
2000-02-17,0.0,0.0,19.6,32.0,0.0
2000-02-18,0.0,0.0,17.0,30.6,0.0
2000-02-19,0.0,0.0,17.4,32.9,0.0
2000-02-20,0.0,0.0,18.2,31.5,0.0
2000-02-21,0.0,0.0,18.3,32.7,0.0
2000-02-22,0.0,0.0,16.2,32.3,0.0
2000-02-23,0.0,0.0,15.4,31.3,0.0
2000-02-24,0.0,0.0,15.0,28.8,0.0
2000-02-25,0.0,0.0,14.0,30.1,0.0
